Token,Count
6172,847
1811,834
10912,802
11325,786
6805,771
2635,749
9673,746
13670,741
8862,733
3583,727
5772,725
9203,717
4815,713
1024,710
15729,699
16223,697
663,690
4945,690
6598,687
11993,686
948,686
6690,680
11718,673
14703,668
5360,662
1268,652
11456,652
2528,644
12016,636
2778,634
6328,632
601,631
14164,629
1052,629
10813,625
14447,620
5839,615
12062,611
7467,607
15575,597
11196,597
9470,596
11466,595
4493,593
14037,589
7864,588
1139,588
1495,580
6808,580
16147,580
15771,579
14247,571
11605,566
14975,565
1989,561
13909,561
3061,560
5305,558
13687,558
12187,556
3812,553
6369,552
11716,551
12623,550
5885,547
4912,544
10549,540
10227,539
8447,537
15826,534
6660,529
9710,529
13427,529
8867,527
15813,526
7504,520
358,518
11342,514
7151,507
8493,506
9131,502
6783,500
12426,493
3932,492
7054,491
7986,489
12659,489
6242,486
6965,485
5762,482
5900,482
16017,480
7749,480
5722,480
8283,479
11591,479
7771,476
12786,472
1872,471
15366,469
