Token,Count
9834,1329
8581,759
10042,714
5171,704
1024,649
14703,595
5772,584
13670,578
14037,569
4815,558
1139,558
12016,556
6879,554
9673,552
7103,549
2216,547
948,545
4945,541
15575,541
3386,540
8867,533
5984,533
15826,533
5360,533
3974,533
6369,531
6805,527
1495,526
7467,521
8283,521
13909,518
5722,517
11342,515
9656,515
16146,512
5305,512
12187,512
10813,511
11605,510
1268,509
4493,508
1872,508
12426,507
1556,507
13579,502
4099,499
7151,497
5286,495
5053,495
3547,491
6328,488
1052,486
3042,485
2872,483
1989,483
15630,482
15771,480
5605,479
9897,479
2528,479
12861,476
11716,475
5068,474
6242,474
358,474
16017,473
3061,471
10620,471
14247,465
1702,463
12145,461
7749,461
5900,460
6690,460
2959,460
112,459
12842,457
11466,456
14975,456
862,455
1663,455
1270,455
774,455
14447,454
12139,452
15366,451
7540,451
8663,450
7864,449
1969,449
3583,448
10228,447
5762,447
6783,446
663,446
7771,442
6078,441
15645,440
4301,440
5666,440
