Token,Count
9834,14543
10042,9153
5171,2389
9570,2279
7738,1408
14283,1294
13670,893
5360,877
948,858
8867,853
16017,835
23,822
4815,805
14673,801
4493,798
15826,714
11334,711
4238,708
8581,702
9470,699
910,692
5772,688
14447,680
14703,665
11718,663
14037,645
10227,635
1556,634
11096,622
5625,612
1268,596
7103,589
6172,587
2528,587
7927,587
4945,579
11456,551
7467,550
1270,549
1139,544
15936,542
6690,542
12857,539
12623,537
1872,534
12016,530
3583,519
13909,518
6805,515
1811,509
8283,509
9673,502
14247,500
6783,497
7504,488
10813,487
13500,486
7749,485
601,483
7771,482
2635,480
9957,475
2255,474
5722,472
10909,469
882,468
6328,468
12480,467
7160,466
6660,463
2778,463
6965,461
13614,461
7864,456
12187,455
12566,454
2439,452
12618,450
3061,447
11196,446
8447,446
1052,444
15575,442
10549,442
5113,441
11348,441
14420,440
15771,438
5762,438
11605,436
1024,436
7986,434
3516,431
14164,425
9897,425
10278,424
7540,422
11325,421
6242,421
9296,420
