Token,Count
6172,992
11718,983
13670,940
4815,921
6690,919
8447,889
5772,880
663,860
14703,860
6805,844
9470,812
12623,810
2778,809
5360,800
1811,783
7864,779
7467,773
14247,773
1052,770
12016,768
4945,767
11456,763
4203,759
948,755
1139,754
2255,754
6598,753
15729,750
14447,744
3932,739
13909,730
2635,729
1024,726
14008,722
12786,721
14975,720
12426,717
4493,715
2528,708
6328,702
7504,700
6660,698
11196,696
16223,695
14037,694
81,693
9131,693
1989,692
14164,689
2872,688
9673,686
3812,684
601,680
5722,679
11605,676
15523,672
12618,669
12062,667
10813,667
6369,667
3915,665
3042,662
7771,654
8862,652
5605,649
10227,649
11716,648
4912,641
5885,639
358,637
11342,637
12187,634
11591,633
9900,631
13291,627
8867,627
7749,626
6783,625
7191,615
15575,614
6965,614
3061,613
10912,613
12659,602
11147,601
7542,598
14240,598
11674,595
5839,592
7151,591
7986,589
16147,585
10627,584
1495,582
11993,581
10228,580
1304,579
5919,579
862,578
11325,574
