Token,Count
7103,1362
9834,1319
8581,1190
1024,896
7491,770
15282,745
1495,721
10042,678
15630,665
11665,651
4301,633
774,630
5305,618
5984,618
5286,615
134,610
5605,600
10813,598
16146,585
11904,579
6879,577
1969,577
13579,573
15771,568
15695,563
1702,561
15111,558
5068,546
8322,542
15575,542
5919,538
3386,537
8770,534
16035,529
11605,527
7540,525
5900,524
15891,524
13757,523
14878,523
7752,522
15645,522
10295,520
8026,520
10710,520
11427,516
7151,512
5053,512
3974,509
2216,507
8566,507
12426,507
15265,505
5666,505
5171,504
13810,504
1663,503
16274,503
3547,501
3648,500
14102,498
14899,497
14531,495
10639,495
11342,492
4830,491
5651,491
632,491
9656,487
6348,485
12145,484
245,482
3876,481
2891,480
5542,480
11211,480
9713,478
6242,477
8983,477
3768,476
1268,476
4648,474
112,473
15826,471
9897,468
2105,468
15366,467
12842,467
12016,465
8225,464
15565,463
14225,461
4099,461
9381,460
4147,460
5762,459
9673,459
5827,458
12187,457
6522,457
