Token,Count
7103,1763
8581,1364
9834,1290
10042,910
8646,878
4815,837
5171,800
948,744
3876,683
9673,678
6328,665
8867,642
4945,639
3061,638
13670,634
7575,631
10227,628
12842,624
1497,624
7540,619
6369,617
11466,616
8983,615
9407,611
7749,605
14703,597
6805,595
1268,594
7864,588
14447,588
7365,584
12861,581
601,580
7160,573
11456,573
6965,571
14037,567
13417,561
663,560
752,546
1872,545
8517,544
15826,543
14975,543
1304,541
9470,538
3915,536
2635,536
7771,533
11325,532
5885,531
12659,530
6172,530
15089,529
7467,527
14435,527
3583,519
941,519
7542,518
4493,517
2216,516
16301,510
15523,510
14592,509
1208,507
14379,506
2959,503
5772,502
12139,501
13909,500
9900,495
1139,494
12187,493
3932,493
5762,492
1556,491
9897,487
3974,485
13757,484
4203,481
5113,479
5605,478
13050,477
12426,475
11004,474
11674,474
11718,472
11196,472
11147,471
9032,469
1765,465
424,464
11591,464
7106,462
4326,462
15813,461
3170,461
14240,460
13687,460
142,458
