Token,Count
8581,1330
9834,1230
7103,1101
8646,732
10042,673
9673,658
7540,616
3876,611
9407,608
12842,598
4945,597
6369,595
3061,591
11466,591
1497,573
1268,572
7365,563
14435,563
4815,559
5605,555
16301,554
13417,551
7575,550
8983,549
6805,547
2216,544
7864,544
424,537
14447,536
15523,530
5762,526
948,524
13670,523
12139,521
6328,520
9897,519
7160,517
15089,515
14703,514
14592,514
11674,513
12016,512
8867,512
10278,510
2635,510
11325,507
7467,500
752,500
12861,499
5772,498
3915,498
3583,496
10227,489
3974,487
14975,487
16146,485
11147,483
5984,483
9900,480
12426,478
5919,474
4326,473
14164,472
2514,472
1008,470
7151,469
13909,467
8517,465
3932,464
14531,463
12187,463
5900,463
4493,461
1024,461
1208,461
14379,461
7482,457
5360,456
7771,456
13687,456
5885,455
2528,454
14240,453
3386,452
1139,452
1052,451
6690,451
7749,451
1872,449
4839,447
14037,445
9032,445
6242,445
13050,444
941,444
9393,442
663,441
9650,440
6965,439
6172,438
