Token,Count
9834,1277
1024,790
15575,771
1139,765
14037,738
14703,691
10042,683
13670,675
5360,674
4815,660
6690,655
13909,655
15826,643
10813,641
5171,638
6369,635
9673,635
5772,632
12016,629
663,627
11342,626
3061,624
12426,623
15523,617
7151,615
14247,614
14975,612
3932,610
6328,606
948,599
7467,598
10228,592
1556,589
6783,588
11716,587
3915,585
8283,582
5885,582
5722,582
358,581
3974,577
7864,575
1052,572
12187,570
4945,568
4493,568
1008,568
8867,567
14164,567
16017,565
1872,563
6805,563
112,560
8581,556
11196,555
11147,553
4203,552
11674,552
7749,551
7540,551
12623,548
14008,548
9131,546
12480,543
9043,539
11348,537
14447,537
1270,535
3042,533
15366,532
2216,527
8361,526
6882,525
5305,524
5900,516
11605,516
424,516
6660,516
12842,510
6242,510
1268,509
6172,508
8862,504
5605,503
5113,503
3742,503
9206,501
9470,501
1989,500
11718,500
13236,499
10278,499
11591,499
14933,498
10627,497
4075,496
9032,495
5286,495
7771,493
15331,492
