Token,Count
8581,615
4099,566
14037,564
12016,563
5722,560
4945,557
14247,557
7467,556
14975,551
5984,547
4815,547
12187,546
11342,545
1052,544
3061,544
9673,542
112,541
13579,539
1268,538
11591,538
2872,537
774,533
5305,532
1024,532
14703,531
15523,531
7151,530
9834,527
12426,525
15366,524
10627,521
11716,521
6805,520
5605,517
6328,516
6242,516
14164,515
3547,515
5772,511
16274,511
358,509
5919,508
11147,508
5286,506
1139,505
5053,503
3974,502
1948,502
15645,502
9000,500
15575,500
13909,499
14240,498
5900,498
2216,496
11674,496
7540,495
5666,494
13670,494
14878,490
14435,490
1495,489
14134,488
12145,487
7771,486
4147,486
3851,485
14447,483
11605,479
3768,478
5068,477
15883,477
9381,476
948,476
6369,475
12842,475
11307,473
1989,472
10813,470
3042,469
10228,468
6078,468
2105,467
7864,466
10295,465
1702,465
4493,464
11196,463
1008,463
7749,461
5762,459
5885,459
8322,459
15525,459
7191,458
14008,458
10689,458
8663,458
10549,457
3386,456
