Token,Count
15630,807
15695,777
4830,764
5542,692
134,665
15111,657
8026,650
13037,643
11211,636
8770,635
3809,633
774,630
2214,629
14899,628
8225,626
2891,623
14102,619
6522,619
16035,616
9212,611
4950,607
13513,604
245,601
5651,600
1597,599
4839,599
3648,594
8111,590
5662,589
8783,589
4039,584
12215,584
11427,581
5068,581
5756,579
1969,575
15303,570
3801,568
1663,566
6348,563
2523,563
4135,561
13810,558
6879,556
5984,555
8888,547
13579,539
11327,539
14129,539
16146,534
10797,533
5286,531
5693,530
12348,524
9598,523
7516,523
8566,522
7465,519
14878,517
14225,516
13519,511
12509,508
9656,505
9186,504
11480,503
632,503
11227,501
15076,500
6606,500
3386,499
5314,498
4297,496
10623,494
6605,489
15891,489
1702,489
14240,487
1810,485
15180,485
12353,484
1227,484
4967,481
5900,481
12362,480
10710,479
8382,479
8207,479
4060,478
1847,477
14682,475
15523,475
15514,475
5418,471
13845,471
11700,470
10629,469
5031,469
10895,467
10295,467
6790,466
