Token,Count
14435,784
8581,784
6369,779
3974,762
8517,700
12842,684
14037,666
4203,652
14247,645
862,637
5605,627
6690,623
1139,622
2872,622
112,609
12861,606
13670,606
1024,605
2959,603
13909,596
12426,595
15089,594
941,594
7864,592
3915,590
3061,584
11342,583
358,582
14703,581
11716,580
9131,578
3876,578
5305,573
6783,571
9673,571
15575,569
142,563
12139,563
3386,559
7540,558
5772,558
4099,558
7151,553
10620,552
1052,549
7467,547
9407,546
14008,545
8646,543
15265,543
6879,541
3042,541
5722,540
6242,539
2216,536
1765,534
16274,533
4815,532
9514,532
16160,531
1969,529
10813,528
6805,528
5360,528
13757,526
14975,525
948,524
7103,523
13579,523
5984,521
8928,519
1989,516
14878,515
5286,514
4945,513
5885,513
8663,512
10180,511
14933,510
13687,509
4912,508
11591,508
12187,506
8283,505
12272,505
16301,505
15366,504
774,503
15630,502
7575,501
5053,500
14240,500
15253,498
8361,498
12480,494
1948,493
2737,493
8862,492
3932,491
9656,491
