Token,Count
9673,757
8581,751
3061,741
1139,739
12842,714
6369,709
7540,693
3915,692
14703,687
14975,683
7864,683
424,675
12187,672
7467,671
13909,664
4815,651
12426,649
13670,639
7103,637
948,636
14037,635
4945,635
6328,633
6805,627
7365,626
3974,622
15523,621
2216,619
7160,611
7151,609
663,604
12016,599
11674,595
7575,593
3932,589
5885,588
6242,587
5605,585
11716,584
1008,583
7771,581
10228,578
11147,577
9131,577
1268,576
15575,574
7749,571
6783,571
15366,570
13417,570
941,569
16301,569
1024,567
14247,563
11342,561
9900,556
2635,556
5772,555
1208,553
4203,552
9032,548
8517,548
14240,545
14435,541
7054,541
14164,539
1872,536
14592,532
4493,532
6690,532
5984,525
15826,525
11591,520
9897,517
8646,513
5360,511
6059,510
9470,509
11196,504
1052,504
358,504
112,502
10278,501
11466,501
14447,500
8283,499
11718,499
1989,498
13050,497
14782,496
13291,496
5722,495
1556,495
2514,494
3042,494
7542,493
10813,492
5900,491
5919,491
16226,491
