Token,Count
7103,1329
8581,996
4815,912
14703,858
13670,844
7467,806
4945,803
948,773
6805,770
6172,766
5772,752
13909,749
12016,746
1811,744
9673,737
14447,732
6328,714
1052,713
14247,699
7749,698
2528,692
14037,691
1024,686
4493,686
6690,673
5360,670
1139,666
7771,661
14164,659
11718,656
9470,655
6965,649
11325,646
3583,645
14975,640
663,638
12187,637
8867,635
11456,629
15771,627
8862,623
3932,623
3061,620
2635,619
1268,614
15575,612
5722,611
11466,609
10813,606
9203,599
11147,595
11591,593
11196,591
6783,591
6369,589
7191,589
1495,587
1989,587
10227,586
6598,580
10912,578
12659,574
11605,572
8447,564
7504,564
11716,560
1304,555
7864,552
6808,550
601,549
12623,549
11993,548
358,546
15826,545
10549,544
1872,544
7540,544
3876,542
9900,541
15523,539
11342,538
7365,538
8493,536
10278,534
8646,530
15729,529
2778,527
13291,524
14008,523
3812,523
7542,523
5305,523
13687,522
5885,522
752,519
1193,516
16017,510
12426,508
12272,504
6523,502
