Token,Count
1024,2304
10813,1740
1495,1612
15575,1557
15282,1489
5305,1467
11605,1425
12016,1416
4301,1381
1139,1302
14703,1296
5772,1279
4648,1255
358,1227
11716,1223
3037,1220
6690,1183
7491,1175
14933,1167
4099,1164
6920,1144
14037,1141
11904,1110
13670,1110
14247,1105
15826,1080
8322,1071
8283,1059
9206,1049
112,1038
5360,1030
14164,1022
15771,1015
9381,998
1948,992
4493,976
13909,965
5722,949
948,934
1052,932
7467,913
11348,896
15331,892
6078,878
4815,873
11492,856
8663,850
1872,844
12480,838
15366,836
6783,835
1270,821
12272,820
1556,810
14843,799
9589,794
12623,791
5495,781
14975,777
9043,775
15525,775
16274,774
3272,769
11591,762
5171,759
7749,751
16068,750
11307,746
9514,746
5053,745
12187,745
12145,741
11235,735
6882,728
10689,723
11665,723
2528,715
11587,713
9889,710
8867,706
8493,697
3863,695
14494,694
5625,690
10549,687
3742,686
6092,683
4945,676
16017,676
11147,672
11941,651
15523,642
1989,639
2439,635
10278,630
9010,627
14447,627
4635,626
3442,624
1268,623
