Token,Count
9834,5008
10042,3089
5171,1614
9570,919
8581,896
8867,821
15826,782
948,762
16017,712
4815,710
13670,705
4493,696
7103,692
14703,687
1556,686
13909,678
14037,673
1872,672
7467,659
11334,652
1139,638
5360,631
9470,620
12016,591
7738,585
23,580
10227,576
10813,567
1024,565
1270,563
7749,558
10278,557
4945,552
14673,552
15575,550
3061,544
8283,544
5772,540
15523,536
14975,535
14447,534
6783,532
11718,530
7106,527
5625,526
12566,517
5605,516
6965,511
14164,508
12426,508
3915,505
6805,504
14247,504
12187,501
1268,499
5900,498
5984,496
6628,496
6523,494
11716,493
7771,491
11591,491
11456,490
4238,490
6882,489
5885,488
3932,486
882,486
10228,484
14240,480
5113,479
11674,478
13500,477
7540,476
12480,475
1304,475
2216,475
5286,474
5722,474
14283,473
601,473
6328,467
11147,466
11196,464
6690,463
13291,463
112,462
7542,462
7151,459
4075,457
3168,457
9673,457
7160,455
15963,455
2635,454
9032,454
6242,452
9900,452
7365,450
11004,450
