Token,Count
7103,1306
8581,1063
4815,923
7467,881
948,871
14703,847
13909,844
9834,836
1139,810
6328,809
14037,798
15523,782
7749,781
14975,781
3932,779
14447,768
9673,766
4493,762
10042,757
13670,738
6805,738
12187,730
12016,725
7771,723
11147,722
6965,720
663,718
5722,714
4945,713
5171,694
1268,692
5885,687
7151,683
7864,680
1304,673
15826,664
6783,663
3915,655
11591,654
10278,653
7542,650
3061,649
11716,649
4203,647
11674,645
14240,644
3042,643
8867,640
10227,639
1872,637
5772,635
14164,635
3168,633
5605,632
15575,628
1024,628
5360,628
14247,624
12842,623
7191,616
7540,616
1556,609
12659,607
8361,607
10797,603
14853,598
7516,597
10228,594
6369,593
6628,589
6172,586
11196,583
12480,579
12426,579
6882,577
2635,575
10627,573
8075,570
8283,567
3742,560
5900,559
11342,557
5919,556
112,555
15366,553
9900,553
7365,550
9470,549
1052,549
14134,548
12272,548
9032,546
774,545
601,544
2872,542
3583,542
11456,539
5984,539
5286,539
10813,538
