Token,Count
1024,1417
14703,1013
15575,1002
12016,969
1139,968
10813,922
1495,909
9834,889
11716,839
5305,814
15826,805
5772,773
7467,764
4648,763
13909,754
14164,749
4301,737
14037,736
4493,735
13670,729
8283,714
358,707
11605,698
4099,696
15525,689
10042,688
15331,687
8322,685
15282,675
3061,674
15771,674
4945,673
12187,672
6690,669
1052,668
15366,666
1872,644
7151,641
948,635
14975,634
12272,633
4815,633
14247,631
12623,631
5360,624
14494,622
14447,622
10627,621
15523,620
14933,609
7191,605
5171,605
6242,604
9381,603
1268,602
9206,600
8408,600
6328,598
11591,596
5885,593
12426,591
7864,588
112,587
3932,587
5722,586
3915,585
5791,583
15945,583
11342,581
9673,581
9000,580
11904,578
11674,572
8663,571
11147,571
7749,571
3742,567
3379,566
1989,565
6805,564
12145,563
12480,562
4203,561
9589,560
3042,555
7491,554
5605,551
10228,550
6783,549
6882,545
11725,545
8581,544
15883,542
11811,542
13157,536
5625,533
7771,529
1556,527
14134,521
6078,521
