Token,Count
8581,818
9834,662
14703,640
6369,623
4493,608
7467,603
948,603
12426,603
4815,597
7864,591
12623,586
14435,584
1139,579
14447,569
663,567
4203,566
12618,564
12016,560
5885,560
12842,560
6328,558
1872,558
4945,557
14240,555
14975,554
8517,553
3915,550
9296,549
3974,549
6805,548
5605,546
3061,546
10042,544
7103,543
11718,540
11674,539
2255,537
7749,536
8867,535
15523,531
9470,531
10227,531
13670,530
7504,529
2635,529
5772,529
13909,529
12187,525
1024,524
9673,524
15575,523
7151,517
8408,516
6172,514
7191,513
941,512
16301,512
2216,512
15331,508
6523,506
7575,505
11716,505
8447,504
10909,504
14164,503
6242,503
14037,503
5984,499
5791,499
11605,499
9453,498
4075,498
11147,498
862,496
2872,496
2127,495
12159,493
7365,493
7771,492
2528,492
10228,491
9032,489
13291,489
12139,488
424,488
4099,487
4648,486
4635,485
11456,483
5171,483
11096,481
7540,480
15366,479
3042,477
10627,477
6690,477
7542,476
3932,476
1811,475
14592,475
