Token,Count
1024,1465
1495,1148
1811,1075
12016,1057
5772,1053
6172,1048
11325,993
4815,982
13670,968
10813,957
6690,948
14703,918
6805,914
4945,904
15771,891
10912,865
11605,860
15575,844
3583,842
2528,837
1052,829
9203,820
9673,820
5305,809
11466,805
11993,800
15826,800
5360,797
14447,796
8862,790
2635,770
2778,759
948,758
6598,737
4301,727
601,726
6328,720
11718,718
663,714
11456,711
10549,711
9470,703
1268,700
15729,687
14037,686
6808,679
10227,673
14164,672
8867,671
4493,655
15282,654
14247,649
11196,646
12062,643
3812,637
11348,637
13687,635
8493,633
7491,629
5171,626
12623,625
1270,624
8322,615
5762,613
8447,612
1989,612
6660,610
6965,608
7467,605
16223,600
7986,577
7771,575
7749,571
7864,566
13909,565
16017,565
9889,563
4648,560
11272,551
7504,551
12145,551
14975,549
5839,548
12187,542
1139,535
11904,535
11591,534
1193,534
358,532
6783,531
11665,526
1872,525
7054,522
13291,520
12786,518
6078,518
1556,517
752,507
12618,497
9206,495
