Token,Count
9834,1571
5171,925
10042,906
1139,893
5900,866
7482,862
13909,849
7467,849
15523,849
10627,834
948,818
5605,790
4493,779
4839,775
14703,769
424,768
1872,766
15883,759
15826,758
11147,754
11674,751
5919,750
5984,749
2216,745
11574,737
5314,734
10228,726
2523,724
6386,718
9000,718
11326,717
7749,716
774,713
7151,704
14037,702
1008,702
3742,702
9032,691
14240,691
4682,683
8131,682
5286,682
8867,679
4075,677
14416,677
11716,668
15645,667
14225,664
1556,661
3061,659
4815,658
8888,655
12842,654
7516,635
5791,630
6606,630
8283,629
7191,628
8207,627
13157,627
1402,626
14134,618
4644,616
15575,615
15963,615
1810,611
14839,610
5360,610
2514,608
12272,608
13670,608
5068,606
8581,605
12016,604
8663,601
16146,599
5625,598
1270,595
12566,594
4635,593
8075,592
6243,591
12426,591
10278,588
8408,586
3569,585
6882,583
16017,583
11227,582
7752,581
1702,580
15366,576
12480,576
14494,575
8698,574
7771,573
134,572
7106,571
14531,570
6523,566
