Token,Count
1139,820
1024,820
14703,786
12016,779
13909,765
7467,757
1495,749
948,747
7151,741
14975,740
12426,740
14037,735
7864,727
15575,718
4945,708
5772,704
13670,702
3915,698
3061,691
11716,687
6369,685
9673,677
6242,675
14247,674
358,674
4815,672
5885,667
7540,658
12187,656
5605,656
11342,653
4493,653
15523,651
2216,647
10228,644
5305,640
6783,637
9131,635
14164,632
15771,629
6328,629
9834,624
3974,623
12842,620
112,618
1052,617
7191,617
8581,617
3932,609
3042,608
14447,607
1989,601
1008,600
11674,599
424,597
11147,591
11591,591
7771,589
663,587
12272,586
2872,584
8283,584
1268,583
12480,582
5900,582
5722,582
6805,581
4203,581
7365,580
5919,579
7749,578
15366,576
5984,576
8322,572
5286,568
1872,564
14240,560
12145,559
15826,558
8663,555
6690,555
9900,554
4099,551
3386,544
10627,542
14494,541
14008,538
8517,537
5360,537
15883,536
15525,535
14435,533
7504,529
15331,527
10689,527
6059,527
14134,526
4648,525
10813,525
9000,521
