Token,Count
9834,2546
10042,1371
8581,1186
7103,1073
8646,688
9673,685
7540,628
11466,617
9897,599
8983,596
1268,591
7160,586
6242,584
3876,582
6369,576
3386,558
3974,554
1497,546
5984,546
11342,543
5068,541
12139,541
12426,540
2216,537
3061,536
6328,535
7365,533
5762,532
2635,532
14531,530
7864,528
3768,528
13417,527
7575,526
11325,525
752,525
6172,523
1208,521
663,519
4945,516
6805,510
9656,509
3583,508
9570,506
16035,503
9131,502
14975,502
5666,500
6879,499
13579,499
1008,495
16146,495
7054,495
4147,494
14435,490
12861,489
4815,483
16301,482
15089,481
10710,479
1989,479
3170,477
10797,476
11456,476
3547,475
1811,475
5286,474
10227,473
14102,473
12842,473
5605,467
3648,467
5053,460
5900,458
10639,458
2872,457
5885,457
1702,457
424,457
14379,455
2193,452
14447,451
12659,451
9407,450
8717,449
9393,449
15645,448
3932,446
12187,446
1069,445
12145,443
7020,442
7467,442
601,440
8862,440
4203,438
3915,437
1850,436
134,434
11196,433
