Token,Count
7103,1789
8581,1313
9673,948
8983,912
7540,911
11466,911
9834,883
5762,882
9897,881
1268,872
10042,865
7160,845
9650,782
12861,755
7436,752
6369,741
1497,732
752,725
12165,724
6242,723
3061,705
12139,702
7365,699
14435,698
3876,698
11665,688
3583,658
8646,658
13417,655
9451,646
12842,643
9203,630
6328,627
12426,622
3974,621
7575,619
1208,615
12145,608
6889,597
1008,597
8609,592
11325,587
11342,583
4945,582
1193,580
4198,579
12187,578
7054,561
8322,557
9377,552
3386,552
15771,552
2216,546
10620,539
1989,537
7864,534
13687,533
142,532
11725,528
8698,524
15089,519
16301,515
9393,513
16226,508
1495,505
3915,504
14531,502
14379,501
424,500
3768,497
1258,494
13183,491
9890,485
2635,483
9131,482
3210,482
1811,480
5885,479
14975,478
7151,477
6078,477
11811,476
3170,475
941,473
4203,471
9710,468
663,467
5605,466
8862,466
2959,464
6805,461
12513,459
7664,458
16338,457
9407,457
5984,454
9656,451
6879,450
5666,447
5900,444
