Token,Count
5772,2811
1024,2767
1495,2475
11605,2454
13670,2273
12016,2244
6690,2184
14703,1977
10813,1959
15771,1831
5305,1806
2528,1747
5360,1741
1052,1622
4301,1409
14164,1344
10549,1342
4493,1328
8322,1286
15575,1260
12623,1209
8493,1202
7491,1178
14247,1172
15282,1162
4815,1155
358,1101
15826,1097
11904,1094
948,1072
11665,1063
11348,1046
14037,1044
6078,1037
6172,1025
14447,986
4099,980
8867,977
4945,961
16017,958
12145,893
11716,864
9889,851
11718,796
6660,785
4648,775
8447,771
7467,749
9043,747
6783,746
1139,745
11272,737
9381,733
12187,714
5171,709
1811,701
112,690
13909,681
9470,677
16068,676
1948,675
11725,675
13183,670
1268,664
1989,659
10689,631
15331,626
2778,624
7504,622
14933,617
11307,616
3442,608
5722,608
4147,603
15366,603
1556,598
9206,587
1872,578
15525,578
11196,577
1193,574
1270,573
6920,569
2255,568
11591,566
16274,563
8413,548
3812,547
13769,541
6805,532
11334,531
8283,530
14843,522
3037,519
1742,515
14420,513
5113,507
5495,504
10227,502
12272,494
