Token,Count
9834,7314
10042,5091
5171,2244
15826,1154
9570,1105
948,1063
13670,1053
8867,1044
14703,1008
4493,1008
4815,966
7103,941
5360,889
1872,879
13909,870
16017,860
14037,849
1139,839
1556,821
8581,813
7467,811
14447,785
5772,762
7749,739
12016,738
14673,730
23,726
4945,724
9470,714
5625,712
6965,705
10227,696
11334,690
7738,690
1270,683
1268,668
6805,661
10813,654
14283,650
15575,644
6328,634
11716,632
9673,621
7771,616
12566,614
1024,613
8283,603
14247,602
14164,600
14975,598
3061,597
2528,597
11456,590
11147,590
11718,583
12480,581
6172,580
12187,577
15523,566
5722,565
7540,564
6783,560
882,554
4238,549
7864,544
7160,543
7542,542
6690,542
7504,541
6242,540
11466,537
10278,536
601,535
12842,534
5885,533
358,532
3932,532
6882,531
7106,529
1304,528
15963,526
10909,522
11196,519
7191,518
2635,518
11227,517
13500,516
12623,516
1052,514
11591,509
6523,507
7365,505
12659,501
10228,499
11674,499
4075,497
3583,494
9900,492
1008,489
13291,488
