Token,Count
9834,1065
1024,885
1139,835
15575,822
112,772
14933,761
14037,749
11716,742
7151,742
8283,737
5286,737
5605,726
8663,715
9589,713
2872,707
3974,702
5053,701
4099,700
12426,700
16274,692
5984,683
14975,677
4203,677
3042,673
9514,665
11342,663
14247,658
6783,657
358,656
5722,653
14703,651
1702,648
3915,646
5919,644
13579,643
5068,642
5305,639
4648,639
15366,639
3037,639
2216,638
14240,636
12016,635
1948,633
13909,632
14494,632
11927,628
12480,623
8361,622
11024,620
15645,619
3168,616
6092,616
8928,609
15826,608
9206,606
14878,605
11587,600
12187,600
10042,594
1270,594
5885,593
6359,593
16146,592
10813,592
6369,590
13670,588
1556,587
10797,587
9131,585
3932,584
14134,583
9381,578
8517,577
8717,577
774,575
14435,575
15523,575
10639,575
5666,574
5900,572
3386,571
4635,568
12272,567
15883,566
7467,565
6879,558
10228,557
3061,557
3927,556
8581,555
5772,554
11591,554
11674,554
9673,553
3547,552
9000,552
862,552
14164,550
12842,547
