Token,Count
9834,6484
10042,6190
5171,2920
13670,1609
8867,1561
948,1548
14703,1542
4493,1528
4815,1500
15826,1462
5360,1368
5772,1251
1872,1153
7103,1134
16017,1133
9470,1129
1556,1115
14037,1113
12016,1077
9570,1055
14447,1045
11334,964
13909,960
7467,957
1139,925
5625,913
2528,912
11718,898
10227,890
4945,850
6172,846
23,843
12566,835
1270,833
6690,817
14673,785
14164,771
8581,762
15575,761
12623,759
4238,756
10909,755
11456,752
7504,747
14247,735
1024,729
10813,713
7749,704
7106,698
6965,695
6328,690
1268,689
601,678
6805,672
6783,669
882,659
12618,651
8283,649
1052,645
11716,638
14283,637
13500,631
10278,619
12480,618
358,604
7771,603
11196,600
5113,595
5722,588
1495,587
6882,586
910,578
12187,574
6628,571
9673,570
6523,567
3812,564
7738,559
15771,558
4075,552
11591,549
2255,547
13291,543
10274,532
14975,530
7986,521
11605,519
1304,508
9453,507
7191,499
12627,497
11147,494
2778,493
10997,491
3583,487
15331,486
1811,483
15525,483
112,482
11348,481
