Token,Count
8581,1009
948,790
7467,789
10042,759
14703,748
4945,743
4815,740
1139,715
13909,714
7771,711
7103,705
4493,702
1268,694
12016,692
6523,686
14447,680
16226,677
12618,672
3061,670
9900,669
1872,667
7504,665
10227,663
3379,657
13291,653
10997,644
7749,637
15523,632
7436,628
9834,627
9673,625
6328,620
424,619
7191,618
11718,616
15525,614
12159,608
10228,608
7160,605
8698,604
14975,602
12623,602
1008,601
9296,600
12842,600
8867,599
14164,598
11456,595
7365,594
9897,592
9470,590
15331,590
11147,588
8413,587
13157,586
14037,585
11725,585
5791,585
12187,583
7540,582
6965,578
2635,578
601,578
11716,578
6059,576
5171,576
12480,573
8173,572
7864,570
6242,568
1024,567
14247,566
5772,565
6805,564
6369,564
11674,562
8646,562
7054,561
13050,560
13670,558
1495,558
15366,558
5509,557
2528,556
6386,553
10278,552
7151,544
3932,544
11326,543
8408,542
2428,541
15575,541
12659,541
12272,540
9407,537
9453,536
8283,536
15826,535
4075,534
15883,533
