Token,Count
1024,1277
9834,1272
1495,1048
10813,1031
11605,988
4301,930
5305,890
12016,843
10042,830
15575,814
5171,793
1270,792
9206,788
6690,776
15826,761
15282,750
14703,722
5772,716
5360,706
13670,691
11904,682
1139,674
4493,665
12623,662
11348,661
14247,659
15771,654
358,634
14037,619
1052,608
4648,604
4099,600
11716,598
7491,586
8283,582
13909,580
6078,578
5625,576
3037,570
8322,570
112,567
14843,565
1872,565
15331,558
10549,557
7467,551
9453,549
14164,545
4815,541
2439,535
9043,534
16017,533
1556,523
5722,520
9889,518
948,515
8867,512
12480,507
6783,507
23,500
14673,498
1948,493
8493,493
6920,492
15366,491
4945,489
11492,488
14933,488
7927,488
9381,485
7864,476
12145,475
2528,474
16160,474
6369,474
941,472
1268,472
6805,471
14447,470
11591,470
3272,467
14435,467
6328,466
9673,466
16274,466
3061,462
15525,462
16279,459
8413,459
9713,457
663,457
11096,454
12272,453
15645,450
1994,450
3932,448
11927,446
3974,445
12187,443
12426,442
