Token,Count
9834,12460
10042,10881
5171,3428
9570,1841
16017,1155
15826,1119
8867,1115
14673,1111
13670,1104
14283,1078
5360,1034
4493,1028
948,988
23,980
7738,938
11334,926
4815,926
14703,903
5772,899
1270,898
5625,895
4238,874
1872,868
11718,863
9470,804
14037,780
7103,777
1556,773
10227,739
10909,734
14447,721
12566,719
6690,718
13909,708
8581,705
12016,699
1139,693
910,675
10813,670
12623,669
2255,666
12857,659
1024,643
11456,639
7467,638
15575,628
882,616
12618,606
2528,606
6172,597
6660,593
7106,591
8283,588
14420,581
6965,576
14247,572
7504,569
11096,569
11348,566
7749,557
4945,552
6783,545
2778,544
9296,539
7986,536
14164,532
3812,529
7927,524
601,523
6805,512
1052,511
13500,510
6882,504
1268,502
9673,498
13291,492
6328,488
6523,487
11716,482
5113,481
11591,476
2127,475
12480,474
11605,472
6628,471
358,466
15331,464
11196,464
2635,463
5722,454
14975,454
9957,453
13614,453
1811,452
3583,449
7771,448
9206,448
1495,446
9453,444
12187,443
