Token,Count
15630,1487
774,1463
9834,1202
5651,1199
2523,1159
4839,1145
5919,1121
134,1101
1969,1097
5984,1065
8770,1060
15645,1044
5286,1042
14240,1033
6348,1029
5605,1024
15111,1023
8888,1021
8131,1012
14225,1007
14878,969
10627,965
1663,964
11211,956
6879,938
5314,930
5418,925
7752,922
14134,914
9000,907
15523,906
13579,896
11147,893
8382,888
7516,885
1597,875
15695,849
2105,844
11574,838
16146,837
8111,836
3809,826
8207,823
8783,819
7151,811
8026,799
6386,797
8566,791
10228,784
5900,783
7749,780
5722,779
11674,779
7482,777
1702,772
11427,770
8361,768
7467,767
9186,759
4297,756
3742,748
5693,746
2891,742
2872,739
6606,735
3386,733
13909,730
10295,726
5068,726
14102,725
16035,721
1402,713
632,708
13757,700
16274,685
4644,683
3042,681
13293,678
10710,677
14416,669
8075,668
8225,665
15883,663
11941,663
13519,661
112,659
12353,659
10797,655
9713,650
14839,644
15963,641
12625,640
4830,640
6243,638
245,637
5588,635
14853,635
11227,635
15265,631
10180,620
