Token,Count
1139,720
14975,704
8581,681
5605,654
14037,654
14247,650
7151,640
14240,640
4297,638
9673,634
11674,627
12426,620
6805,615
3915,611
11716,606
5919,604
15575,604
13670,604
3061,603
7752,601
1024,601
15523,597
6328,596
2216,594
13909,592
12187,589
5885,586
10228,575
14703,571
15630,571
8283,570
12016,570
9131,567
8517,567
11342,563
7467,563
4815,560
3932,558
6690,557
16301,549
112,549
14416,546
12842,541
14225,540
8131,539
1052,537
7482,537
9834,537
663,536
6369,535
3974,535
7864,535
2872,534
3042,532
5722,532
1989,531
2523,530
9032,528
5360,528
1721,528
774,525
358,525
11591,525
4203,524
11147,524
10180,523
5286,519
5651,518
8111,517
8382,516
5772,515
4945,515
2514,514
8888,512
9407,511
4635,511
1268,510
948,508
5984,506
4839,505
7542,505
941,503
14164,502
6882,502
8361,502
14008,500
7540,499
5418,495
14933,494
1811,493
11574,491
6606,486
14435,484
14447,483
8862,482
10627,481
7771,480
1274,480
5900,477
1556,476
