Token,Count
8581,1429
7103,1339
8646,1058
3929,947
5673,880
3876,846
13687,804
15253,791
11325,783
12861,783
7972,761
1497,741
142,738
10912,722
9710,719
4179,697
14435,694
15813,694
9203,687
16160,680
4912,678
11466,668
752,668
9407,663
6018,656
9673,639
862,631
9488,630
6369,623
13967,613
11053,597
1811,575
11388,575
12139,572
15089,570
8862,562
6808,560
941,558
16021,558
3974,558
9650,551
2425,545
6524,545
1125,540
12167,540
663,539
1567,535
10620,535
5839,529
9255,528
2635,526
4198,523
2959,522
2737,521
14257,517
7575,516
8983,513
1765,510
6007,509
13884,502
7292,501
7540,499
9196,496
1949,494
15729,494
5564,493
3583,487
4265,487
6058,486
6994,483
7864,483
10407,480
8144,479
1208,473
7424,468
9656,466
14379,466
11993,465
12842,463
15265,460
12285,459
15383,459
6805,458
15842,455
8517,455
981,454
9897,450
9131,448
1193,448
15421,447
6879,445
8819,444
6328,440
12062,437
14450,436
16301,434
5762,432
14467,430
2384,430
4203,430
