Token,Count
9834,907
5900,786
13909,745
1008,728
1139,721
948,719
15523,716
7467,703
424,686
5984,673
14703,672
4815,671
7151,670
2216,662
10627,661
10228,652
11674,639
7749,637
12842,634
7482,633
15575,633
11147,631
14037,630
15826,628
3061,627
15883,625
13670,622
8867,620
8698,620
11716,618
5605,616
15645,607
11326,607
15366,607
11574,604
4493,603
5286,599
12016,596
7160,588
14531,585
9897,584
1872,581
9000,580
8581,578
1268,578
5919,578
7436,574
774,573
12480,569
3379,568
14240,567
3768,565
5360,563
8283,561
15525,559
4839,558
14134,551
2523,550
12187,550
11811,548
9393,545
10227,544
4682,544
14975,543
3742,542
7191,542
5314,540
1556,539
7771,539
4945,538
7516,538
5171,537
7103,537
6386,535
12272,534
10278,533
9032,532
6882,532
14447,532
9470,531
5068,529
112,528
14494,527
7540,527
7106,526
3915,526
13157,526
4635,525
13050,525
3547,518
8663,514
14247,514
10042,511
16146,509
5772,507
12426,507
1024,507
6783,505
1702,504
14839,504
