Token,Count
1024,2121
1495,1504
15575,1303
10813,1257
12016,1243
5772,1228
11605,1222
5305,1214
14703,1115
15282,1076
4301,1041
15771,1019
13670,1009
167,1004
15826,993
14037,965
8867,960
6690,959
11904,957
7491,903
5171,893
941,886
8322,886
358,867
11334,856
4493,847
6058,842
1052,837
14435,824
5360,823
1139,821
4648,814
1556,797
9834,794
14247,780
9206,773
6464,772
13500,761
14164,760
3037,739
1133,738
4203,729
2737,727
1872,726
862,725
2481,723
14076,721
1270,713
12566,705
948,702
4099,702
4265,699
10274,698
8283,695
910,694
16017,686
7106,682
14933,675
4811,673
6078,670
5290,670
11716,665
8646,662
4815,659
5401,659
15910,658
8581,658
6783,657
15528,652
6369,647
6889,645
11348,645
1553,643
15331,642
10278,640
12627,638
9381,635
3974,627
5113,625
9407,625
2334,622
12623,622
15265,621
2528,620
2959,620
12861,620
15703,618
12145,614
6882,613
15089,613
10200,612
9470,611
142,609
6779,608
1476,606
4238,606
112,604
16160,603
4590,597
5625,596
