Token,Count
9834,7417
10042,4112
9570,1707
5171,1583
15826,1007
14703,934
948,933
13670,877
4815,874
4493,870
16017,841
13909,834
7738,830
8867,819
5360,817
14037,797
7467,784
5772,775
1872,737
14283,728
1270,695
1139,694
7749,672
14673,658
12016,646
1556,634
23,628
14447,618
774,609
4075,603
8283,600
15575,599
9470,599
15630,599
12480,598
6783,577
11718,574
6523,573
11147,571
15645,568
11334,566
8888,565
9000,563
10627,560
5625,557
14839,555
6386,553
5722,551
7516,550
6882,546
10227,541
4635,538
882,536
12623,534
5918,534
5314,533
14247,532
1402,530
11941,529
6348,529
10278,528
4839,523
7106,522
112,522
5651,520
358,515
2105,515
10813,513
8111,513
8566,510
6690,510
12509,510
6172,507
8225,507
5693,505
11716,504
15523,503
9713,503
3742,502
8770,499
1024,498
4644,493
12566,492
2528,488
10797,488
5791,486
5418,484
2523,481
6965,479
8408,475
15111,475
7771,475
4135,474
1597,472
10274,471
8783,469
15695,467
5113,466
910,462
11574,461
