Token,Count
9834,5801
10042,3587
5171,1657
9570,1377
7738,1010
8867,975
15826,920
948,893
14283,871
5360,815
1872,780
13670,771
14703,770
13909,768
4493,763
4815,743
7467,737
23,719
1139,718
8581,716
16017,712
14673,692
1270,686
1556,679
4945,670
7749,666
14037,665
7771,630
5625,617
12016,612
12566,607
11334,607
14447,607
7191,605
1268,605
12187,605
4238,601
15523,601
3061,593
11147,592
882,580
5772,573
6965,573
10227,572
1024,571
9900,548
7106,547
15575,544
10278,544
424,542
14975,540
14164,533
4075,531
7103,527
5605,523
14839,522
2216,518
7151,518
6882,517
11674,517
6059,514
7540,513
6328,512
9470,512
7160,511
10228,507
7752,506
5984,506
7927,501
5722,500
6783,499
15963,498
6523,498
10909,498
910,497
13291,494
14247,492
9897,492
9673,492
3932,491
12857,491
9032,490
10813,486
11716,485
1008,485
5919,485
5900,485
13500,481
11591,481
16146,480
12480,479
6386,478
6805,478
7482,477
16301,476
6242,475
8283,474
14225,473
5762,472
11456,472
