Token,Count
9834,1803
10042,1185
8581,600
5171,599
7467,565
948,565
13909,546
4815,542
7749,536
4493,519
6523,513
1872,506
5900,504
12659,503
14703,501
15523,500
8867,498
15963,494
1139,493
4945,493
6628,491
15303,490
4075,488
10797,487
9673,485
10278,485
7106,481
11147,480
14240,480
11004,479
6172,478
3061,477
663,477
3168,476
3932,475
14037,475
9570,474
6328,474
7864,473
12842,471
6386,468
13291,466
5722,466
5772,465
10228,464
8408,464
10227,463
6805,463
7482,460
12509,460
14975,459
7542,459
14839,457
12480,455
12016,455
11456,454
8075,452
6783,451
7191,451
5984,451
11674,450
7771,450
5605,450
7103,450
6242,449
7151,448
10627,447
2029,446
11718,446
9900,446
9407,445
1052,444
3379,444
9032,444
6965,443
1268,442
3915,441
14247,441
14447,441
13670,439
5885,438
8646,437
12618,437
6882,436
4635,436
9470,435
15883,435
14164,434
7160,434
12927,434
1304,432
10997,431
2635,430
12625,429
2872,427
11326,426
2528,426
4203,425
1008,424
9000,424
