Token,Count
9834,769
774,635
15111,604
15645,595
11927,591
15630,589
112,583
5053,579
5984,579
15891,578
16274,577
134,571
16035,569
5286,565
1024,558
11427,557
1702,555
4099,549
9713,548
9514,541
15695,540
11211,539
3547,538
4830,536
8566,535
8770,532
1969,528
9656,525
10639,522
8283,520
1139,519
10042,519
14899,518
13579,518
9630,515
6879,513
14247,512
8026,511
11024,511
5722,511
5900,509
5068,509
4648,508
11587,507
8663,505
6522,504
4135,503
7020,503
10295,502
16146,500
7151,499
11716,498
3569,498
15565,497
1948,495
5666,494
245,494
13519,494
15575,494
3386,493
9000,492
15883,491
3927,489
9381,489
11700,488
5693,486
1663,485
15366,485
3648,483
5213,482
13370,482
5919,479
4697,478
14878,477
1052,476
8225,476
14140,475
11235,475
4147,474
14494,473
6348,472
9589,470
632,470
5171,470
14037,470
14747,468
5314,468
2891,467
10710,466
4839,466
14102,465
2105,465
6359,464
9287,463
10797,463
7927,462
358,462
7467,461
3809,460
5605,459
