Token,Count
6805,1171
14247,1163
1052,1149
14975,1091
11591,1079
1989,1056
14164,1039
4945,1018
4099,1017
5722,1010
1811,1003
11196,980
10689,976
11716,974
4815,971
7467,970
3932,956
5772,948
11307,939
1139,934
12187,928
6172,927
5305,922
1742,922
6328,922
6078,920
3168,916
663,911
12016,911
14447,910
358,898
13909,882
1024,878
6965,874
11342,872
112,862
14037,861
13670,856
14703,847
6783,840
14008,825
12272,812
8361,806
16274,801
10228,792
7749,791
11147,787
9010,787
3042,779
8493,778
9673,776
8322,775
8928,774
81,774
15523,766
1948,759
1495,752
10627,749
2528,748
15771,745
5885,740
15366,734
15575,732
14134,728
1268,728
6243,724
3442,715
7771,714
8862,713
7191,709
14933,708
948,705
9000,703
5666,701
8717,683
1304,680
15525,676
4648,668
7516,666
3851,665
7864,664
5286,663
7151,663
3742,662
6242,662
9131,661
6930,656
4203,656
14494,654
8663,652
6690,651
12426,648
3812,648
1193,647
601,645
3061,644
2635,643
11941,642
9381,638
15645,636
