Token,Count
8581,1115
4644,889
7103,882
8646,872
1402,808
8737,792
10297,747
9407,731
8207,713
12353,702
6605,699
6606,691
16301,683
9390,683
11228,681
5418,666
9837,663
4904,655
4839,649
12842,646
7407,642
11574,641
10627,631
15523,625
2216,622
424,621
2157,616
6386,616
7482,615
8888,611
3876,610
14379,605
16146,602
5605,600
14225,598
5314,596
7540,588
9673,582
7151,581
1497,578
5693,573
1274,569
5900,564
13417,563
8131,563
3974,561
12625,558
11227,558
4297,557
8517,555
14839,549
3915,549
5984,548
5791,548
14416,547
7749,546
3061,544
14435,544
1008,543
12139,542
8408,540
2514,534
11674,534
825,533
9897,532
7864,530
12348,530
1850,529
8783,529
10508,529
4075,529
1810,528
15963,528
4326,525
3569,523
9834,522
15089,520
7752,513
7516,511
15630,511
5651,511
8412,511
9032,510
5919,509
12927,508
15883,508
6523,507
12426,506
7575,505
11326,501
13157,499
14240,498
7365,497
8075,496
14592,492
7160,490
1597,489
15383,488
14531,486
3809,485
