Token,Count
9834,1450
10042,761
1024,673
1495,639
14703,605
9673,598
11904,590
5305,588
1268,584
1139,579
8581,578
5171,578
11605,577
12016,574
15575,557
7103,552
14037,544
4301,540
10813,537
15771,531
6078,526
4945,516
1052,515
5772,514
358,509
6369,508
7540,506
6690,505
6242,497
13909,496
15282,495
9381,492
3974,489
11716,487
14247,484
4099,483
13670,482
14164,481
5053,481
6328,480
7467,480
12187,478
1989,478
1948,477
5068,477
8322,476
11466,475
4493,472
11342,472
14975,469
14435,464
3386,464
11587,463
15826,462
7927,457
14531,455
112,454
7491,453
16068,453
5722,453
6805,451
9897,451
10549,450
12139,450
14447,449
9570,445
4147,443
16274,443
11927,443
12861,442
7151,441
1702,440
3061,439
15645,438
15111,438
3583,438
1872,436
5360,435
11024,434
4815,434
5062,433
1270,433
8283,433
3768,433
6889,432
12145,432
15630,429
5286,429
5762,429
5984,428
1193,427
2216,427
9514,427
774,426
12426,425
12842,425
13687,424
134,424
2528,424
1069,424
