Token,Count
8581,908
7467,744
13909,732
15523,714
7103,702
7749,701
14975,697
11147,697
3915,683
14240,679
3061,679
774,679
5984,677
7151,674
5605,674
5286,672
12426,663
12842,660
9032,659
11674,659
7540,658
3042,653
3932,652
948,643
8517,643
4815,640
1139,637
5885,630
8361,627
6369,625
3974,623
5919,621
14703,616
11716,615
9673,613
8075,609
16301,609
15645,608
10278,608
6328,608
5722,607
5900,606
2872,605
2216,603
14037,601
4203,599
7771,598
6805,592
2523,591
7864,590
10627,590
10228,588
4945,587
14134,586
4075,580
1008,580
11342,579
11591,577
16146,576
7516,575
14839,574
13579,574
15963,574
6965,571
4839,567
12187,564
663,563
6783,562
1969,562
12480,562
941,560
424,557
4811,554
10180,553
15630,552
15366,552
2514,552
8717,551
14435,550
7575,549
7752,548
3742,548
6242,547
112,545
7191,545
3168,544
7542,544
1268,543
3386,542
11227,540
9834,539
7365,538
7482,538
14878,537
12016,537
4635,537
13757,536
134,535
6882,533
12272,528
