Token,Count
10042,7130
9834,6904
5171,3895
13670,1307
8867,1258
9570,1229
948,1181
4815,1152
15826,1150
5360,1106
4493,1100
16017,1091
14703,1037
7103,946
5772,928
14037,927
1556,898
7467,888
1872,877
13909,863
9470,855
11718,847
14447,844
14673,841
1270,831
5625,809
10227,809
12016,802
23,799
4238,784
11334,777
11456,772
8581,758
12623,752
6172,748
1139,745
12618,735
6965,731
10909,719
7749,719
12566,716
14283,707
4945,705
601,704
7504,699
15575,675
6328,665
7771,663
6805,659
6783,654
10813,651
13291,645
11147,639
882,638
2528,634
14247,633
1268,633
8283,631
2255,629
7106,628
2635,626
6690,622
14164,622
7191,614
7738,610
11196,600
5722,597
1024,593
3061,592
14975,590
11096,587
10278,578
11591,573
9673,571
15523,571
12187,570
1304,563
6628,562
6882,561
12480,556
11716,553
7864,552
3812,543
6523,538
9900,536
3932,535
1495,521
11004,521
7540,516
5885,515
3583,513
15331,512
1811,511
9296,511
6059,510
663,506
5113,506
358,502
9453,501
1052,501
