Token,Count
12426,806
7151,771
3061,763
6369,762
9673,758
11674,756
8283,756
14975,750
12842,741
10228,741
14037,740
3974,738
1139,734
12187,727
5360,722
15575,716
8581,713
5605,710
13670,699
15523,696
3915,694
7540,690
16017,686
7864,683
13909,683
424,677
5919,677
6242,673
7467,667
9131,667
11342,665
4815,659
6328,658
9897,657
2216,654
1268,650
3042,649
1008,648
14134,646
4945,644
5885,644
2872,643
1556,643
3932,641
10627,641
6805,639
7103,638
5900,637
7365,637
12480,636
5984,636
14247,635
5772,633
4203,633
8517,632
11591,631
11716,627
5286,626
7986,625
14164,625
358,620
14703,619
6882,617
12272,615
7575,615
13417,612
948,611
8361,608
5722,605
112,605
8867,604
7160,603
4493,602
1989,600
11147,599
13236,591
15366,591
774,590
6783,587
7191,583
15826,582
16301,581
1024,581
14008,577
12139,574
3272,573
8698,571
14435,570
14240,569
12861,568
8928,568
9470,564
4635,563
1052,559
9000,558
9514,558
4099,557
6690,555
8646,555
14447,551
