Token,Count
8581,882
14240,745
5605,730
7151,716
7467,702
1139,701
10627,700
15523,694
12426,694
5919,690
4815,681
5984,676
2872,671
3915,670
3042,668
1969,668
3974,666
4203,666
14435,665
5286,658
3932,652
11147,652
5885,651
12272,650
15883,650
774,649
14703,647
8517,642
9000,642
13909,638
5900,637
10228,636
12842,635
4839,635
14134,631
7749,629
3569,626
12016,620
14853,616
2216,615
7103,613
5722,612
11674,612
1702,610
10180,609
8361,608
14975,608
3168,604
14494,602
2523,602
8717,596
3061,594
15645,592
2959,589
14878,588
7752,588
11716,587
15630,587
5791,587
16301,585
16146,585
9032,583
13579,580
1008,578
7191,576
8663,573
7542,571
6369,571
11427,569
6965,568
15265,567
3742,565
2105,564
4945,563
3386,561
7771,560
134,558
7540,558
7516,558
948,558
6879,556
16274,555
5053,552
9407,548
5314,547
13157,546
3379,544
13757,543
15525,540
15945,539
8075,537
5068,536
10797,536
14164,535
11591,534
11342,533
15366,533
12187,532
862,532
15331,529
