Token,Count
1024,949
15630,842
5305,839
5984,832
134,824
4301,805
10813,783
16146,767
5068,760
3547,760
6920,758
774,758
1663,752
9381,749
5605,749
15575,736
5286,725
14247,720
14240,717
4099,716
5053,714
14102,714
1969,713
14225,708
358,707
3386,705
1702,702
13670,699
11587,690
11904,682
12426,678
5919,675
13579,673
2872,671
15645,669
1052,669
7151,668
11342,665
3037,664
12145,662
7752,662
6690,660
9451,660
7020,659
11348,654
5772,651
9889,647
11492,647
4648,646
9897,645
10639,640
4815,639
6242,633
3768,633
12016,633
7491,631
5651,629
9650,623
14933,622
3042,620
15282,619
14037,618
14975,617
3974,617
1948,616
8322,614
2216,611
16035,609
14878,609
6483,608
8361,606
3809,606
8170,605
9043,604
3932,604
1069,603
9673,603
10710,602
8382,600
7540,598
6879,596
15366,593
8131,593
8581,593
1989,592
11591,592
5666,589
11715,588
11716,587
6889,579
14531,579
12139,578
3001,577
4147,577
11211,571
7465,570
1495,569
2920,565
10689,563
16068,563
