Token,Count
9834,2392
10042,1372
5171,1012
8581,991
7103,838
10227,803
9470,798
11456,784
8867,768
11718,745
13500,735
4815,728
1304,728
948,726
13670,719
7749,702
11012,657
6628,651
7864,642
14076,640
4493,633
11334,628
601,626
6965,626
10278,625
6805,623
12659,622
2635,619
663,616
3846,615
6172,613
11004,611
1872,611
5360,609
2029,609
12566,607
7467,598
12627,598
3812,595
5839,589
5772,589
5113,587
15963,586
4811,584
13427,582
7106,575
13291,574
10274,572
7771,572
16017,568
9673,565
10200,564
14703,561
9900,561
167,560
9570,560
9032,558
13909,557
16147,556
4945,553
14447,553
3932,550
8646,544
6523,540
11196,540
12124,537
6464,537
14037,537
14240,532
1556,531
14853,530
4590,530
7542,529
1139,527
8075,526
11147,524
15729,524
4238,524
3168,522
23,520
16223,519
10797,518
1133,516
6783,514
12618,514
5625,513
2279,512
15523,508
2778,507
11325,507
15826,507
12480,504
1952,503
1553,502
6328,502
4265,501
4203,500
11594,497
3061,490
3915,489
