Token,Count
9834,2375
10042,1560
8581,853
7103,815
4815,715
5171,700
14703,679
7467,676
12016,673
13909,653
1268,649
4945,647
13670,637
6328,630
14037,626
9673,624
948,614
1139,607
3061,604
1052,603
1024,603
9570,587
6805,580
1495,574
12187,563
4493,562
5772,562
14247,559
14447,557
5360,557
6690,553
15575,544
2528,541
11716,541
7749,539
14975,537
11605,534
6172,528
5722,528
1811,525
14164,525
7864,521
11147,521
7191,520
2635,517
1989,515
8867,512
11591,511
15771,510
7151,509
15826,508
10813,507
5762,505
5305,504
3915,503
5885,502
6078,502
5900,502
112,499
3932,495
15523,495
15525,495
7504,495
12623,493
9897,493
12426,492
7771,491
7540,491
9470,490
11342,489
12480,489
12842,488
10627,487
1556,486
14240,486
4099,485
3583,485
16017,484
8322,478
10228,478
11196,477
6242,477
358,476
6783,474
5286,469
663,467
15366,466
5605,463
6965,462
7365,460
6882,456
10227,456
1872,455
13291,455
11725,454
8698,454
3042,452
10549,452
11466,451
2216,451
