Token,Count
1139,1147
13909,1086
948,1033
14703,1025
7467,998
4815,959
7749,893
14037,880
4493,866
1872,858
14975,857
11716,840
3932,821
11591,803
6328,801
15826,775
5722,773
13670,766
14447,765
11147,762
7771,760
10278,759
15523,758
112,752
8283,751
6805,750
15575,746
12480,745
14247,744
6965,743
6783,742
8867,733
12016,728
5885,726
3061,711
4945,707
8408,698
10227,697
6523,693
6882,678
3742,675
12187,674
14164,673
4075,664
7106,661
13291,658
7151,658
10228,657
7191,654
4635,653
1556,651
1024,650
11674,647
7864,642
3168,641
14134,641
8361,634
5772,631
6243,630
9673,629
3042,628
12272,620
11196,617
358,615
1586,614
663,613
1304,613
15331,612
8663,611
9010,611
6628,610
3915,606
12659,603
11456,599
7516,599
14839,593
5791,589
9000,587
12618,585
9453,582
6172,576
6386,574
7542,572
15963,570
10627,568
12426,568
5625,565
14240,560
12566,560
7504,559
5605,558
5360,556
10813,556
14494,556
8717,556
11227,555
14933,553
12623,552
5171,551
774,550
