Token,Count
9834,3401
10042,1824
5171,1104
8581,933
7103,724
7738,722
9570,713
8646,655
8867,616
14283,608
9407,593
13670,588
948,572
16301,567
14379,557
12139,552
23,537
15826,531
1497,530
13417,528
7540,526
14673,523
9897,522
2216,522
4815,518
7436,517
8983,516
1556,516
7160,515
8609,513
1872,513
15383,513
14531,510
11334,508
9673,507
5360,505
5068,503
1850,494
7927,488
16146,487
4493,485
9656,484
9196,483
1008,482
5762,479
14037,479
15089,477
14703,474
3974,473
1139,472
752,471
12861,468
424,467
11466,466
9393,466
1270,466
4238,464
1268,464
12566,462
9650,459
7467,459
2635,459
142,454
3061,453
6369,453
3876,452
3386,451
1024,450
14435,450
16017,449
7365,449
4682,445
6242,445
3210,444
3768,443
598,442
1208,437
5984,436
3583,436
7575,436
13909,430
9451,428
11462,426
6018,426
5900,426
12842,423
10741,419
910,417
7106,412
5625,412
15702,410
7482,408
1495,408
825,407
15575,407
1258,406
7054,403
7864,402
4967,400
12016,400
