Token,Count
9834,1700
8581,939
10042,919
1139,713
7103,705
4815,653
948,648
15523,642
7467,639
13909,631
14703,616
1872,612
13670,611
5900,602
1402,601
5693,598
5171,596
9000,595
774,594
10627,592
14037,589
8283,588
11147,581
15883,581
8867,574
3569,574
8408,573
5918,572
12842,569
9390,558
11674,554
4493,551
8888,550
424,549
7749,549
6882,549
14240,545
5791,545
5772,543
10227,542
6172,541
4945,541
5314,541
4635,540
11574,538
4644,537
3742,536
6386,534
1268,534
4839,533
15575,533
10228,532
9470,532
14447,532
7482,530
8663,528
7191,523
15645,522
11718,521
13157,521
5984,521
5605,518
5360,517
5919,516
4075,516
6328,515
14975,511
12187,504
15826,504
3061,503
194,503
2216,502
7151,501
112,501
12016,500
9673,500
1556,499
14839,499
12480,498
9589,498
11456,496
14134,495
5213,494
2523,494
5286,490
1024,490
15366,486
16017,481
6690,478
7540,477
6965,476
9453,476
7771,470
6523,470
1270,468
10813,467
13417,467
14494,467
13291,467
7365,465
