Token,Count
10813,632
1024,602
6690,600
15826,595
7542,589
15523,589
3932,585
9834,583
8075,580
15575,579
6074,578
14703,577
14240,574
7864,569
1139,568
9032,567
1872,566
3915,565
7771,562
2029,561
4203,555
11004,553
11147,551
12426,550
5171,549
663,543
4493,540
7749,537
15963,537
11674,530
6369,529
13909,528
5605,528
5360,527
13670,525
2810,524
948,524
14037,521
6660,519
7467,518
5885,518
9131,515
1304,515
16017,514
9673,513
13291,513
6328,511
6805,510
4301,509
3061,508
9900,508
4815,507
2872,505
6523,505
10228,501
6965,501
8207,500
3042,500
12842,498
9889,497
14975,496
941,494
7151,493
11348,493
12659,493
14134,493
4811,493
9206,492
12623,491
5625,490
6386,488
1270,488
6606,487
3974,487
5919,486
2255,482
10180,482
774,482
14420,481
8517,479
8867,479
11716,474
2279,474
6059,474
5984,472
14164,471
8581,470
12625,470
2523,470
14247,468
15303,468
12016,468
8283,468
11951,467
424,467
1553,467
5286,467
4590,466
7516,466
10627,460
