Token,Count
9834,2174
10042,1826
8581,1122
7103,1108
5171,970
13670,879
4815,823
5772,762
8867,754
23,745
948,742
5360,691
16017,682
6172,680
9570,674
14703,665
6690,648
9673,646
14447,646
11718,640
9470,639
2528,637
15826,620
1872,617
4945,615
14037,615
1268,615
3583,605
1556,601
6328,591
14283,590
7467,588
4493,588
12016,583
6805,569
1052,565
11334,565
13909,558
1811,556
7738,556
5762,546
2635,540
14247,540
11456,539
11325,538
8646,536
910,535
7540,529
11466,527
14164,525
1270,525
15771,524
10227,515
1024,514
8983,514
10813,509
1139,505
3061,503
4238,500
15575,497
3876,497
3812,496
14975,494
7749,492
9407,492
7986,492
8447,491
11605,490
12842,487
14420,487
14673,480
3974,480
12861,480
12187,477
7864,476
752,471
601,470
12062,470
10549,466
7771,465
1497,462
12623,461
2778,458
6369,454
6965,453
12857,453
3932,451
882,451
2216,448
12426,448
6660,448
9897,448
6242,447
15523,446
11196,446
12566,441
7504,441
10278,437
7054,437
7160,437
