Token,Count
1024,1170
14703,1090
948,1053
4815,992
13670,972
15575,965
10813,957
9470,941
4493,932
13909,928
8867,919
1139,917
5360,899
12016,871
7467,865
14037,856
10227,855
7749,845
12618,802
5772,801
4301,797
1872,796
15826,793
3932,784
10278,775
6783,751
11716,748
14247,743
5722,738
13291,731
14447,728
11147,727
16017,724
11718,723
14975,720
12480,720
5885,706
6523,699
3168,699
12623,698
4648,695
5305,693
14164,691
358,689
11456,689
15523,687
6690,683
11605,683
1304,681
7504,678
6965,669
1495,660
2127,658
6805,657
11004,655
9296,653
11591,651
7771,649
4099,647
15963,646
1270,646
1556,644
15331,640
11196,636
4075,629
12187,627
12272,627
9206,625
7191,623
8283,623
6628,622
2255,621
3037,620
10228,619
13500,618
112,616
1052,613
12659,609
14839,609
11674,607
6328,606
11348,605
7106,596
3742,596
10997,595
7151,595
7542,594
12426,591
663,585
3915,585
5171,585
4945,585
5113,583
5791,577
3061,575
8361,572
6243,571
15366,569
15282,568
12672,564
