Token,Count
4815,774
10227,768
7749,735
948,735
13670,708
7467,708
14037,699
9470,694
1024,693
13909,688
10278,680
14975,678
5360,662
1139,660
8867,659
3168,656
5722,651
3932,644
12480,641
14247,640
14703,635
12016,628
4493,627
11147,622
15575,620
6783,619
10813,618
5772,617
15523,612
6690,608
11456,598
6805,598
1304,597
6965,590
6628,585
14240,584
4203,583
11196,582
10797,579
11718,578
3042,577
663,576
11716,575
11591,571
1872,568
8361,564
112,564
15826,560
12187,557
7771,554
12623,550
5113,550
8717,548
8283,546
1330,543
14164,541
6328,539
15630,539
7864,539
1731,537
3809,533
14447,528
11674,526
7504,525
15695,525
12426,523
7516,521
12618,520
3061,520
5286,520
3915,518
1556,518
358,515
5885,514
13291,513
7151,512
1052,511
8928,509
7542,509
4945,507
14008,506
7191,505
4075,505
9673,505
14853,504
81,503
10228,503
11211,501
6243,500
14076,498
4060,496
11941,495
10627,495
6172,494
11605,493
11342,491
7106,489
774,489
5984,485
4099,485
