Token,Count
1024,760
8581,754
5772,709
14703,709
3915,689
9673,676
7864,675
6369,670
12016,661
3061,655
6690,646
1139,645
6328,641
4815,641
663,636
4945,633
13670,624
6805,615
14247,614
4203,606
14164,605
4493,600
941,600
7467,599
7365,596
12842,596
7771,595
12426,595
1268,592
15523,590
14037,588
9900,588
1052,585
12187,584
3932,583
5885,583
5605,583
11716,581
7542,580
14975,580
13909,579
2635,578
15575,578
12623,576
3042,576
1495,575
7575,574
10813,572
9131,571
5305,569
6242,566
7540,560
9032,559
14447,558
2528,555
11674,554
11342,553
7504,553
7151,551
6172,549
14435,546
7749,541
948,541
11591,540
1811,533
15826,531
5722,529
5360,529
11718,529
3974,527
358,525
424,519
112,518
8517,518
1989,517
11456,516
2216,514
11605,513
15771,511
10228,510
11147,509
862,509
1008,505
16301,503
12145,502
14240,501
5919,501
14592,500
12659,497
4099,496
1872,496
1556,496
3583,495
13291,495
7103,494
15366,492
13050,491
8862,490
6965,486
5900,485
