Token,Count
1024,1248
1495,1182
13670,1173
5772,1124
12016,1111
14703,1099
4815,1025
15575,996
6690,908
10813,903
5360,903
948,902
14037,886
1052,884
11718,865
14247,863
6172,863
4493,849
14447,838
14164,836
9470,835
6805,803
4945,794
5305,792
14975,786
1139,778
11605,778
8867,766
13909,762
358,761
663,759
7467,752
11716,744
6783,737
2528,717
1811,712
11591,710
11196,710
6328,709
2778,707
1989,706
9673,700
12187,698
8322,692
15826,691
8862,690
6369,685
11456,683
5722,682
12623,678
4099,677
9131,674
14008,670
11342,669
8447,661
7864,659
3812,646
3932,644
12426,643
7771,634
10227,620
15771,619
15523,617
4203,615
3915,615
1742,608
601,607
3042,605
4301,603
6965,602
15729,601
6598,599
4912,594
2635,594
8493,594
15282,594
7986,594
5885,593
10689,589
7749,588
112,587
11325,587
6660,586
5605,582
16017,581
3061,579
81,576
8928,568
7151,562
12659,562
7191,561
6078,559
15366,557
10912,557
9043,554
4648,553
8361,552
3442,551
11147,546
10228,544
