Token,Count
13909,798
7749,765
1139,740
12480,733
7467,726
14037,721
14703,697
948,682
15575,681
1024,678
15523,676
6783,665
5722,665
1556,662
14975,640
11147,636
14247,629
10278,629
8283,626
3061,622
12016,615
11716,615
9673,614
112,614
4075,600
11674,599
358,599
6882,597
1872,594
6369,593
12426,590
3932,590
6328,588
4815,585
14839,580
11591,579
7151,576
5885,574
10228,572
6805,572
7516,570
6965,569
1989,569
12187,567
7191,565
3742,565
4945,564
10797,561
7106,559
6523,558
15826,558
14164,557
3915,556
663,555
9131,554
11342,554
8867,554
8361,553
7542,553
7864,553
10627,552
6242,550
10813,545
11941,544
7771,544
1008,542
13670,540
2216,539
12272,537
8663,535
15963,534
14240,534
14134,533
4493,531
424,530
9834,530
14447,528
3042,527
6628,526
3168,524
10227,520
5360,520
5305,518
7540,517
15366,515
14008,514
6690,511
3974,510
9900,505
5171,502
15525,500
11196,500
12566,500
9514,499
5113,499
4099,498
8075,498
2523,497
6386,497
4635,497
