Token,Count
8581,780
10227,762
10278,752
14240,751
948,740
7749,725
14435,718
8770,710
8517,710
3974,707
4203,701
5605,693
862,692
1969,688
774,676
9470,675
15630,675
13909,669
2872,666
2959,666
8361,666
10797,663
11456,657
11147,650
7752,649
2105,645
10180,645
12842,642
2737,642
5919,642
15523,640
8646,638
3932,635
5984,635
8026,633
941,631
7151,630
9407,630
15265,628
14878,628
4815,627
2216,626
3042,612
134,612
9186,607
3168,606
12426,606
3915,604
1765,604
7467,603
1304,603
5286,602
6628,600
16146,600
13757,599
15253,599
8717,597
2891,596
6879,596
13519,593
16301,592
7516,592
632,591
9103,586
16160,583
13291,583
14853,574
13579,573
1663,573
6965,572
15645,569
5722,567
15111,566
6523,562
1274,562
7542,561
6369,561
5885,559
7864,555
5651,554
7540,548
13810,548
15963,546
142,545
12139,545
11004,545
8867,545
15089,540
5588,538
14076,537
1702,537
7103,536
10228,536
14975,536
14839,535
4811,534
3963,533
14134,532
1227,532
11941,532
