Token,Count
1024,1700
12016,1387
4648,1369
5772,1321
4099,1259
5305,1243
14703,1229
9381,1206
3037,1164
11716,1152
15282,1135
1495,1127
6920,1105
10813,1095
14164,1055
8322,1046
15575,1044
14975,1032
14933,1027
14247,1011
3863,988
13670,987
1948,978
11605,970
15366,969
15826,967
358,965
6690,959
4301,946
10689,937
11342,937
12187,926
5053,924
1052,917
12145,914
1139,903
12272,888
11587,868
11307,845
7151,844
6092,835
1989,832
5666,831
6078,812
15525,810
11904,805
112,800
12426,797
10228,779
7467,778
15771,777
14843,776
5885,769
12623,769
9834,768
6242,766
14494,761
3547,756
3042,749
5360,749
5722,743
4945,740
2528,734
11591,732
14037,730
9589,729
9010,727
7491,725
4493,722
14447,722
6328,722
3061,718
4815,711
8928,710
9206,697
14008,692
9673,690
6889,685
13909,683
15331,679
8663,677
1972,674
5495,667
11492,666
4147,666
6123,660
3932,659
15523,656
1268,653
11811,652
8283,652
16274,651
2920,649
8698,641
7191,635
14134,632
16068,621
9131,620
5171,607
3768,607
