Token,Count
8581,713
5605,653
2872,636
12426,627
9673,626
5984,615
1989,614
11342,609
7103,603
3974,601
4203,589
6369,587
3915,579
7151,578
5286,577
14975,576
3386,571
6328,570
663,569
7749,564
1052,562
13579,560
3932,558
14240,557
16146,554
2216,551
134,547
7864,546
12842,545
774,545
11716,545
15523,544
8517,544
9131,539
862,538
3042,535
5885,533
941,530
5900,529
15630,525
6242,523
12187,519
5068,518
13909,518
4945,517
10180,517
1139,516
6805,515
6879,512
7467,511
5919,511
5666,511
11674,510
12016,508
2635,507
8361,507
13757,507
7752,506
14008,505
3061,502
10620,499
7540,498
7542,498
5722,498
14435,497
14076,495
4815,495
3168,495
4099,492
15366,492
1008,491
15265,489
4912,486
14164,485
1268,484
1969,484
4811,482
14247,482
1663,480
9897,477
2029,476
9032,476
12145,472
81,471
5305,470
4265,469
5839,469
1024,468
10710,468
3547,465
7771,465
8717,464
14037,463
14703,462
11196,462
2279,462
424,459
11147,459
6783,458
1811,458
