Token,Count
10042,7062
9834,6750
5171,2679
13670,1260
948,1152
8867,1114
9570,1091
4815,1083
15826,1072
5360,981
14703,981
4493,923
5772,867
13909,829
14037,820
14447,813
4945,783
16017,779
12016,762
7467,757
7103,738
11334,738
9470,724
23,724
6328,718
1872,717
14673,706
1139,699
8581,697
6965,688
1556,687
7749,677
10227,673
11718,669
6805,667
9673,663
14283,643
2528,637
6172,623
601,615
6690,614
1024,613
11456,611
10278,608
14975,598
5625,597
12623,592
12566,589
4238,589
7771,586
6783,584
14164,583
5722,581
910,578
1270,575
1268,574
1304,562
7864,562
14247,561
3061,561
663,557
12659,556
15771,550
12187,547
1052,542
7106,541
7738,541
10813,540
15575,538
7504,538
7365,527
3932,526
11591,517
13500,513
6628,509
11147,508
11716,508
11196,507
5885,499
2635,497
15523,496
8283,493
10909,493
12618,492
3583,491
12480,490
5113,488
1811,481
13291,480
7542,478
7540,474
5031,472
358,471
6369,471
9900,470
6523,465
11004,464
7160,459
882,458
112,455
