Token,Count
9834,8355
10042,8344
5171,1691
9570,1472
14283,883
8867,822
15826,797
7738,794
14673,793
13670,771
948,762
4493,748
14703,726
1872,667
4238,661
5360,658
1270,656
4815,649
8581,634
5625,632
7103,620
16017,619
13909,619
12566,613
23,611
11334,609
1139,601
14037,600
1556,587
10909,587
15575,582
7749,581
10813,577
7467,577
4945,566
5772,563
910,558
1024,554
9470,549
10278,548
1495,541
12016,538
6328,531
14447,530
882,530
7106,529
10227,526
3974,520
9673,515
7927,512
5984,511
12857,510
15936,509
2216,508
2528,507
12426,504
8283,503
3061,501
3386,500
5605,498
6805,498
6882,496
14247,482
14164,480
3768,478
5722,476
7771,474
15523,474
12623,473
2872,471
6690,471
9656,465
11718,465
1268,463
16146,460
11096,458
6965,458
4075,457
7151,456
7540,456
6369,455
12480,454
6879,453
12842,452
14975,450
13757,448
5068,448
12187,448
10228,447
7191,446
6783,446
3932,443
7864,443
6242,440
14531,440
11147,437
663,437
6172,437
1008,437
11342,436
